train_loss,epoch,step,val_loss
0.001505604013800621,17,5799,
0.0020214279647916555,17,5849,
0.04850997030735016,17,5899,
,17,5903,0.01277189701795578
0.13826608657836914,18,5949,
0.007584271486848593,18,5999,
0.0029562877025455236,18,6049,
0.059182893484830856,18,6099,
0.39830291271209717,18,6149,
0.16831985116004944,18,6199,
,18,6231,0.011725051328539848
0.20855125784873962,19,6249,
0.5178960561752319,19,6299,
0.0018159330356866121,19,6349,
0.010458565317094326,19,6399,
0.0038432194851338863,19,6449,
0.01024294551461935,19,6499,
0.0028745585586875677,19,6549,
,19,6559,0.012466907501220703
0.03066829778254032,20,6599,
0.0033175935968756676,20,6649,
0.0034951423294842243,20,6699,
0.0005773447337560356,20,6749,
0.011490191332995892,20,6799,
0.0007717609405517578,20,6849,
,20,6887,0.01565048098564148
0.08570268750190735,21,6899,
0.007037389557808638,21,6949,
0.0011667023645713925,21,6999,
0.005317358300089836,21,7049,
0.7009297609329224,21,7099,
0.0008570387144573033,21,7149,
0.006372271105647087,21,7199,
,21,7215,0.012192395515739918
0.007422028575092554,22,7249,
0.00927049946039915,22,7299,
0.013820270076394081,22,7349,
0.0022496338933706284,22,7399,
0.014185331761837006,22,7449,
0.0006450175424106419,22,7499,
,22,7543,0.00893867202103138
0.0038809338584542274,23,7549,
0.0006728655425831676,23,7599,
0.11759302020072937,23,7649,
0.0007708243210799992,23,7699,
0.0012823641300201416,23,7749,
0.007888087071478367,23,7799,
0.002309128176420927,23,7849,
,23,7871,0.012219976633787155
0.019967760890722275,24,7899,
0.002334697637706995,24,7949,
0.02227633446455002,24,7999,
0.07169344276189804,24,8049,
0.0008407366112805903,24,8099,
0.04611854627728462,24,8149,
0.11800540238618851,24,8199,
,24,8199,0.005460112355649471
0.06314152479171753,25,8249,
0.14333391189575195,25,8299,
0.025961974635720253,25,8349,
0.0012527083745226264,25,8399,
0.008545530028641224,25,8449,
0.009748697280883789,25,8499,
,25,8527,0.012493939138948917
0.01607910543680191,26,8549,
0.0010340962326154113,26,8599,
0.0026836576871573925,26,8649,
0.004966354928910732,26,8699,
0.0027231357526034117,26,8749,
0.0025076796300709248,26,8799,
0.010212409310042858,26,8849,
,26,8855,0.009747931733727455
0.004664849489927292,27,8899,
0.08417438715696335,27,8949,
0.002031015930697322,27,8999,
0.015833590179681778,27,9049,
0.0005549027700908482,27,9099,
0.00020725491049233824,27,9149,
,27,9183,0.00819842703640461
0.00039094415842555463,28,9199,
0.019027942791581154,28,9249,
0.00047412325511686504,28,9299,
0.055005960166454315,28,9349,
0.0009928209474310279,28,9399,
0.002346246736124158,28,9449,
0.00042644733912311494,28,9499,
,28,9511,0.010432220064103603
0.0003048783109989017,29,9549,
0.00020083833078388125,29,9599,
0.0368850976228714,29,9649,
0.0015416506212204695,29,9699,
0.0012611056445166469,29,9749,
0.00637904554605484,29,9799,
,29,9839,0.0076702008955180645
